id,hash_id,name,disease_group,disease_sub_group,status,version,version_created,relevant_disorders,stats,types
1311,,CADASIL,Neurology,,public,1.6,2026-01-22T18:09:05.577869Z,['R337'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
234,553f9696bb5a1616e5ed45d1,CAKUT,Renal and urinary tract disorders,Structural renal and urinary tract disease,public,1.182,2026-03-20T11:31:58.896669Z,['Congenital Anomaly of the Kidneys and Urinary Tract (CAKUT)'],"{'number_of_genes': 101, 'number_of_strs': 0, 'number_of_regions': 1}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
1312,,Calcium-sensing receptor phenotypes,Endocrinology,,public,1.3,2026-01-22T18:10:00.775805Z,['R319'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
842,,Cardiac arrhythmias,Cardiology,,public,14.27,2026-05-13T15:49:08.816354Z,['Cardiac arrythmias'],"{'number_of_genes': 101, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'Super Panel', 'slug': 'superpanel', 'description': 'Superpanel'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
843,,Cardiac arrhythmias - additional genes,Cardiology,,public,3.12,2026-05-06T16:02:21.284533Z,[],"{'number_of_genes': 5, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Component Of Super Panel', 'slug': 'component-of-super-panel', 'description': 'This panel is a component of a Super Panel'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
1313,,Carney complex,Endocrinology,,public,1.3,2026-01-22T18:14:26.802491Z,['R156'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
214,55a3aac122c1fc6710839b7d,Catecholaminergic polymorphic VT,Cardiology,,public,5.4,2026-05-06T16:02:21.284533Z,"['Catecholaminergic Polymorphic Ventricular Tachycardia', 'R129']","{'number_of_genes': 10, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}, {'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'Component Of Super Panel', 'slug': 'component-of-super-panel', 'description': 'This panel is a component of a Super Panel'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
1314,,Central congenital hypoventilation,Respiratory,,public,1.7,2026-01-22T18:18:06.984474Z,['R333'],"{'number_of_genes': 2, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
286,568f871422c1fc1c79ca176d,Cerebellar hypoplasia,Neurology and neurodevelopmental disorders,Motor Disorders of the CNS,public,1.87,2026-05-01T14:45:40.254284Z,"['Cerebellar Hypoplasia', 'Pontine tegmental cap dysplasia']","{'number_of_genes': 76, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
109,55537918bb5a161bf644a3c7,Cerebral folate deficiency,Metabolic disorders,Specific metabolic abnormalities,public,1.4,2025-11-17T21:58:00.334529Z,[],"{'number_of_genes': 4, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
491,,Cerebral malformation,Neurology,,public,16.5,2026-05-18T14:13:05.884252Z,"['Cerebral malformations', 'R87']","{'number_of_genes': 183, 'number_of_strs': 0, 'number_of_regions': 3}","[{'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'Super Panel', 'slug': 'superpanel', 'description': 'Superpanel'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
147,5819a24f8f6203341de99c89,Cerebral vascular malformations,Neurology,,public,5.1,2026-05-06T16:02:21.284533Z,"['Cerebrovascular disorders', 'Vein of Galen malformation', 'Cerebral arteriovenous malformations', 'Moyamoya disease', 'R336']","{'number_of_genes': 115, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}]"
1638,,Childhood interstitial lung disease,Respiratory,,public,1.1,2026-05-06T16:16:36.723257Z,['R462'],"{'number_of_genes': 35, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
847,,"Childhood onset dystonia, chorea or related movement disorder",Neurology,,public,8.3,2026-05-14T16:54:17.625615Z,"['Childhood onset dystonia or chorea or related movement disorder', 'R57']","{'number_of_genes': 983, 'number_of_strs': 5, 'number_of_regions': 0}","[{'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
568,,Childhood onset hereditary spastic paraplegia,Neurology,,public,9.2,2026-05-26T10:19:07.405107Z,"['Hereditary spastic paraplegia - childhood onset', 'R61']","{'number_of_genes': 170, 'number_of_strs': 10, 'number_of_regions': 1}","[{'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
496,,Childhood onset leukodystrophy,Neurology,,public,31.29,2026-06-05T15:34:03.776225Z,"['White matter disorders - childhood onset', 'R109']","{'number_of_genes': 4545, 'number_of_strs': 20, 'number_of_regions': 72}","[{'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'Super Panel', 'slug': 'superpanel', 'description': 'Superpanel'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
243,55af539322c1fc78a9ef5052,Childhood solid tumours,Cancer susceptibility,,public,5.12,2026-05-06T16:02:21.284533Z,"['Paediatric congenital malformation-dysmorphism-tumour syndrome', 'Paediatric congenital malformation-dysmorphism-tumour syndromes', 'Paediatric congenital malformation-dysmorphism-tumour sydromes', 'Paediatric congenital malformation-dysmorphism-tumour syndrome', 'Tumour predisposition - childhood onset']","{'number_of_genes': 122, 'number_of_strs': 0, 'number_of_regions': 1}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}, {'name': 'GMS Cancer Germline Virtual', 'slug': 'gms-cancer-germline-virtual', 'description': 'This is a panel used for WGS germline analysis for the GMS.'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
259,595cd7cc8f62036352471ea1,Childhood solid tumours cancer susceptibility,Cancer Programme,Pertinent cancer susceptibility gene panel,public,1.30,2025-10-13T20:26:03.102864Z,"['Childhood', 'Childhood solid tumours pertinent cancer susceptibility']","{'number_of_genes': 85, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Cancer Germline 100K', 'slug': 'cancer-germline-100k', 'description': 'Cancer Germline 100K'}]"
221,553f9697bb5a1616e5ed45d3,Choanal atresia,Skeletal disorders,Choanal anomalies,public,1.17,2025-11-17T21:58:43.550874Z,[],"{'number_of_genes': 14, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
544,,Cholestasis,Gastrohepatology,,public,4.5,2026-05-20T13:56:43.364209Z,['R171'],"{'number_of_genes': 83, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
30,554a0ac9bb5a167e4ccd1ec0,Chondrodysplasia punctata,Skeletal disorders,Skeletal dysplasias,public,1.7,2026-05-01T14:43:50.098947Z,[],"{'number_of_genes': 6, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
197,553f968cbb5a1616e5ed45cc,Classical tuberous sclerosis,Neurology and neurodevelopmental disorders,Neurodevelopmental disorders,public,1.3,2025-11-17T21:59:55.190351Z,[],"{'number_of_genes': 2, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
81,57acb8268f620364dc61afd3,Clefting,Musculoskeletal,,public,7.5,2026-05-28T14:22:17.508221Z,"['Familial non-syndromic cleft lip and or familial cleft palate', 'Familial non-syndromic clefting', 'Syndromic cleft lip and or cleft palate', 'Syndromic clefting']","{'number_of_genes': 311, 'number_of_strs': 0, 'number_of_regions': 6}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'Component Of Super Panel', 'slug': 'component-of-super-panel', 'description': 'This panel is a component of a Super Panel'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
244,596f84848f620352d0e3eeba,Colorectal cancer pertinent cancer susceptibility,Cancer Programme,Pertinent cancer susceptibility gene panel,public,1.1,2025-10-13T20:26:34.842162Z,['Colorectal'],"{'number_of_genes': 13, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Cancer Germline 100K', 'slug': 'cancer-germline-100k', 'description': 'Cancer Germline 100K'}]"
